ID: 10-60-small-360-63234971-1
Seed: 63234971

Size: Small
Layout: [0]
Type: [Square, Hexagon, Triangle]

Mode: [Set, Available]
Station: [Set, Available]
Strategy: [FCFS, Robin, GreedyCost]
Algorithm: [A*, SIPP, BFS]

Agents: 10
Tasks: 60
DurationSeconds: 3600
StepSeconds: 10
TimeLimitSteps: 360
TasksPerAgentPerHour: 6.08

Influx: Random
LambdaPerHour: 60
BurstAmount: 18
BurstStartStep: 123
BurstDurationSteps: 62
BurstAmplitude: 3.00

SpatialDistribution: Hotspot
HotspotShelfShare: 0.10
HotspotTaskShare: 0.70
WaveZone: Center
WaveRadius: 12

DeadlineSlackPolicy: DensityBased
DeadlineSlack: 0.35

MaxReplans: 5

Task Agent Shelf Time Deadline
1 0 80 0 30
2 1 8 0 33
3 2 51 3 30
4 3 72 9 69
5 4 81 16 43
6 5 80 20 42
7 6 41 23 37
8 7 81 35 57
9 8 51 45 64
10 9 58 52 88
11 0 0 55 64
12 1 6 60 87
13 2 10 63 72
14 3 41 64 81
15 4 50 64 81
16 5 44 69 91
17 6 51 82 104
18 7 80 83 102
19 8 0 93 112
20 9 117 95 171
21 0 12 97 119
22 1 108 116 197
23 2 44 132 159
24 3 1 135 152
25 4 51 139 164
26 5 12 140 154
27 6 50 141 155
28 7 90 151 173
29 8 27 152 228
30 9 29 158 237
31 0 10 161 172
32 1 114 166 245
33 2 27 180 248
34 3 40 180 194
35 4 12 181 198
36 5 50 186 200
37 6 39 195 266
38 7 79 200 273
39 8 10 205 222
40 9 77 217 282
41 0 109 230 317
42 1 0 231 237
43 2 8 232 270
44 3 41 236 253
45 4 1 237 259
46 5 108 244 320
47 6 13 246 268
48 7 10 255 266
49 8 37 255 323
50 9 0 257 274
51 0 38 267 338
52 1 8 271 304
53 2 32 271 323
54 3 41 277 294
55 4 67 282 347
56 5 71 286 340
57 6 51 292 314
58 7 0 302 316
59 8 11 303 322
60 9 84 306 333
