ID: 10-60-small-360-63234971-6
Seed: 63234971

Size: Small
Layout: [0]
Type: [Square, Hexagon, Triangle]

Mode: [Set, Available]
Station: [Set, Available]
Strategy: [FCFS, Robin, GreedyCost]
Algorithm: [A*, SIPP, BFS]

Agents: 10
Tasks: 60
DurationSeconds: 3600
StepSeconds: 10
TimeLimitSteps: 360
TasksPerAgentPerHour: 6.08

Influx: Burst
LambdaPerHour: 60
BurstAmount: 18
BurstStartStep: 123
BurstDurationSteps: 62
BurstAmplitude: 3.00

SpatialDistribution: Uniform
HotspotShelfShare: 0.10
HotspotTaskShare: 0.70
WaveZone: Center
WaveRadius: 12

DeadlineSlackPolicy: DensityBased
DeadlineSlack: 0.35

MaxReplans: 5

Task Agent Shelf Time Deadline
1 0 72 8 73
2 1 32 10 62
3 2 77 14 90
4 3 58 20 64
5 4 108 21 100
6 5 7 25 61
7 6 71 26 80
8 7 70 27 71
9 8 82 28 53
10 9 88 35 73
11 0 97 37 94
12 1 86 44 88
13 2 81 49 79
14 3 3 52 74
15 4 91 61 97
16 5 77 62 133
17 6 54 62 92
18 7 76 69 134
19 8 12 86 108
20 9 86 88 121
21 0 28 89 157
22 1 8 91 124
23 2 2 96 118
24 3 74 105 170
25 4 59 117 163
26 5 12 119 133
27 6 88 140 184
28 7 32 142 191
29 8 2 142 172
30 9 118 146 225
31 0 75 148 221
32 1 109 150 234
33 2 24 150 210
34 3 27 150 215
35 4 21 151 205
36 5 37 152 212
37 6 78 153 226
38 7 34 153 207
39 8 7 157 201
40 9 56 160 190
41 0 36 161 226
42 1 82 164 197
43 2 45 164 194
44 3 61 182 231
45 4 9 187 231
46 5 119 206 293
47 6 115 232 308
48 7 6 234 270
49 8 51 237 256
50 9 43 241 260
51 0 27 242 307
52 1 114 245 324
53 2 9 250 291
54 3 93 251 292
55 4 72 258 318
56 5 25 263 326
57 6 30 284 330
58 7 73 288 345
59 8 80 296 315
60 9 37 298 360
