ID: 10-60-small-360-526331836-3
Seed: 526331836

Size: Small
Layout: [0]
Type: [Square, Hexagon, Triangle]

Mode: [Set, Available]
Station: [Set, Available]
Strategy: [FCFS, Robin, GreedyCost]
Algorithm: [A*, SIPP, BFS]

Agents: 10
Tasks: 60
DurationSeconds: 3600
StepSeconds: 10
TimeLimitSteps: 360
TasksPerAgentPerHour: 6.08

Influx: Poisson
LambdaPerHour: 60
BurstAmount: 18
BurstStartStep: 123
BurstDurationSteps: 62
BurstAmplitude: 3.00

SpatialDistribution: Uniform
HotspotShelfShare: 0.10
HotspotTaskShare: 0.70
WaveZone: Center
WaveRadius: 12

DeadlineSlackPolicy: DensityBased
DeadlineSlack: 0.35

MaxReplans: 5

Task Agent Shelf Time Deadline
1 0 81 5 38
2 1 87 8 54
3 2 104 13 84
4 3 28 22 90
5 4 22 22 79
6 5 42 29 46
7 6 1 30 55
8 7 116 39 115
9 8 17 42 78
10 9 73 50 104
11 0 63 52 112
12 1 80 53 80
13 2 58 54 100
14 3 82 57 87
15 4 42 58 77
16 5 9 69 110
17 6 75 70 135
18 7 60 77 118
19 8 98 77 126
20 9 115 83 154
21 0 104 84 157
22 1 25 86 143
23 2 99 102 162
24 3 18 106 139
25 4 21 106 160
26 5 47 107 137
27 6 48 108 141
28 7 102 113 170
29 8 20 118 170
30 9 55 130 157
31 0 31 136 188
32 1 34 140 197
33 2 30 143 189
34 3 53 144 174
35 4 112 148 219
36 5 13 152 169
37 6 51 161 183
38 7 88 162 203
39 8 42 168 187
40 9 82 171 193
41 0 40 172 191
42 1 13 174 196
43 2 93 177 221
44 3 97 179 231
45 4 65 193 253
46 5 90 203 228
47 6 99 205 259
48 7 96 218 262
49 8 49 220 258
50 9 54 239 264
51 0 61 244 298
52 1 56 248 289
53 2 110 267 330
54 3 7 274 307
55 4 32 280 329
56 5 107 283 356
57 6 57 286 324
58 7 67 301 360
59 8 23 304 360
60 9 6 307 345
